Features	Importance
MutationAssessor_pred	0.12200000000000003
LRT_pred	0.08900000000000002
Polyphen2_HVAR_pred	0.05900000000000002
PROVEAN_pred	0.05400000000000001
Polyphen2_HDIV_pred	0.041
fathmm-MKL_coding_pred	0.040000000000000015
SIFT_pred	0.03700000000000001
Variant_Classification_Nonsense_Mutation	0.036000000000000004
MutationTaster_pred	0.03400000000000001
FATHMM_pred	0.031
Variant_Classification_Frame_Shift_Del	0.025
Variant_Classification_Frame_Shift_Ins	0.021000000000000005
DOM_PF02166	0.020000000000000004
DOM_PF00071	0.020000000000000004
DOM_PF00001	0.020000000000000004
DOM_PF02192	0.020000000000000004
DOM_PF00613	0.020000000000000004
DOM_PF00028	0.020000000000000004
Variant_Classification_Splice_Site	0.020000000000000004
DOM_PF03166	0.020000000000000004
Variant_Classification_In_Frame_Ins	0.020000000000000004
DOM_PF00520	0.020000000000000004
Variant_Classification_3'UTR	0.020000000000000004
Variant_Classification_Splice_Region	0.018000000000000002
Variant_Classification_Intron	0.018000000000000002
Variant_Classification_5'Flank	0.018000000000000002
Variant_Classification_Translation_Start_Site	0.018000000000000002
Variant_Classification_3'Flank	0.017
MetaSVM_pred	0.016
Variant_Classification_In_Frame_Del	0.013999999999999999
MetaLR_pred	0.013000000000000001
Variant_Classification_5'UTR	0.012999999999999998
Variant_Classification_Silent	0.011999999999999999
DOM_PF06346	0.011
Variant_Classification_Missense_Mutation	0.009999999999999998
DOM_PF00870	0.009
Variant_Classification_Nonstop_Mutation	0.004
DOM_PF16551	0.0
DOM_PF16210	0.0
DOM_PF12721	0.0
DOM_PF07710	0.0
DOM_PF04680	0.0
DOM_PF15692	0.0
DOM_PF00129	0.0
DOM_PF15444	0.0
DOM_PF13885	0.0
DOM_PF13853	0.0
DOM_PF06777	0.0
DOM_PF08718	0.0
DOM_PF16692	0.0
DOM_PF10513	0.0
DOM_PF15266	0.0
DOM_PF14825	0.0
DOM_PF07142	0.0
DOM_PF11411	0.0
DOM_PF16629	0.0
DOM_PF16633	0.0
DOM_PF16630	0.0
Variant_Classification_IGR	0.0
Variant_Classification_RNA	0.0
DOM_PF12529	0.0
